"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","HUR","TOT","PC_LF","M","2010-03",5.177971,
"MEX","HUR","TOT","PC_LF","M","2010-04",5.515625,
"MEX","HUR","TOT","PC_LF","M","2010-05",5.421888,
"MEX","HUR","TOT","PC_LF","M","2010-06",5.221678,
"MEX","HUR","TOT","PC_LF","M","2010-07",5.329454,
"MEX","HUR","TOT","PC_LF","M","2010-08",5.079278,
"MEX","HUR","TOT","PC_LF","M","2010-09",5.298407,
"MEX","HUR","TOT","PC_LF","M","2010-10",5.545901,
"MEX","HUR","TOT","PC_LF","M","2010-11",5.484148,
"MEX","HUR","TOT","PC_LF","M","2010-12",5.497955,
"MEX","HUR","TOT","PC_LF","M","2011-01",5.210086,
"MEX","HUR","TOT","PC_LF","M","2011-02",5.35285,
"MEX","HUR","TOT","PC_LF","M","2011-03",4.983612,
"MEX","HUR","TOT","PC_LF","M","2011-04",5.23105,
"MEX","HUR","TOT","PC_LF","M","2011-05",5.432493,
"MEX","HUR","TOT","PC_LF","M","2011-06",5.5532,
"MEX","HUR","TOT","PC_LF","M","2011-07",5.249703,
"MEX","HUR","TOT","PC_LF","M","2011-08",5.401507,
"MEX","HUR","TOT","PC_LF","M","2011-09",5.302157,
"MEX","HUR","TOT","PC_LF","M","2011-10",4.891325,
"MEX","HUR","TOT","PC_LF","M","2011-11",5.154422,
"MEX","HUR","TOT","PC_LF","M","2011-12",5.049989,
"MEX","HUR","TOT","PC_LF","M","2012-01",4.734223,
"MEX","HUR","TOT","PC_LF","M","2012-02",5.291463,
"MEX","HUR","TOT","PC_LF","M","2012-03",5.028179,
"MEX","HUR","TOT","PC_LF","M","2012-04",4.938936,
"MEX","HUR","TOT","PC_LF","M","2012-05",4.990947,
"MEX","HUR","TOT","PC_LF","M","2012-06",4.902472,
"MEX","HUR","TOT","PC_LF","M","2012-07",4.701837,
"MEX","HUR","TOT","PC_LF","M","2012-08",5.001269,
"MEX","HUR","TOT","PC_LF","M","2012-09",4.666491,
"MEX","HUR","TOT","PC_LF","M","2012-10",4.925512,
"MEX","HUR","TOT","PC_LF","M","2012-11",5.284233,
"MEX","HUR","TOT","PC_LF","M","2012-12",4.980583,
"MEX","HUR","TOT","PC_LF","M","2013-01",5.208457,
"MEX","HUR","TOT","PC_LF","M","2013-02",4.862531,
"MEX","HUR","TOT","PC_LF","M","2013-03",4.908234,
"MEX","HUR","TOT","PC_LF","M","2013-04",5.129733,
"MEX","HUR","TOT","PC_LF","M","2013-05",5.069354,
"MEX","HUR","TOT","PC_LF","M","2013-06",5.065878,
"MEX","HUR","TOT","PC_LF","M","2013-07",4.812354,
"MEX","HUR","TOT","PC_LF","M","2013-08",4.835746,
"MEX","HUR","TOT","PC_LF","M","2013-09",4.941749,
"MEX","HUR","TOT","PC_LF","M","2013-10",4.902521,
"MEX","HUR","TOT","PC_LF","M","2013-11",4.633797,
"MEX","HUR","TOT","PC_LF","M","2013-12",4.780567,
"MEX","HUR","TOT","PC_LF","M","2014-01",4.889699,
"MEX","HUR","TOT","PC_LF","M","2014-02",4.698456,
"MEX","HUR","TOT","PC_LF","M","2014-03",5.212784,
"MEX","HUR","TOT","PC_LF","M","2014-04",4.931456,
"MEX","HUR","TOT","PC_LF","M","2014-05",5.045868,
"MEX","HUR","TOT","PC_LF","M","2014-06",4.857015,
"MEX","HUR","TOT","PC_LF","M","2014-07",5.152292,
"MEX","HUR","TOT","PC_LF","M","2014-08",4.849658,
"MEX","HUR","TOT","PC_LF","M","2014-09",4.765853,
"MEX","HUR","TOT","PC_LF","M","2014-10",4.651889,
"MEX","HUR","TOT","PC_LF","M","2014-11",4.687722,
"MEX","HUR","TOT","PC_LF","M","2014-12",4.2053,
"MEX","HUR","TOT","PC_LF","M","2015-01",4.344726,
"MEX","HUR","TOT","PC_LF","M","2015-02",4.375843,
"MEX","HUR","TOT","PC_LF","M","2015-03",4.216711,
"MEX","HUR","TOT","PC_LF","M","2015-04",4.405072,
"MEX","HUR","TOT","PC_LF","M","2015-05",4.525927,
"MEX","HUR","TOT","PC_LF","M","2015-06",4.413109,
"MEX","HUR","TOT","PC_LF","M","2015-07",4.44094,
"MEX","HUR","TOT","PC_LF","M","2015-08",4.392572,
"MEX","HUR","TOT","PC_LF","M","2015-09",4.189649,
"MEX","HUR","TOT","PC_LF","M","2015-10",4.460266,
"MEX","HUR","TOT","PC_LF","M","2015-11",4.093771,
"MEX","HUR","TOT","PC_LF","M","2015-12",4.381696,
"MEX","HUR","TOT","PC_LF","M","2016-01",4.091424,
"MEX","HUR","TOT","PC_LF","M","2016-02",4.192601,
"MEX","HUR","TOT","PC_LF","M","2016-03",4.072303,
"MEX","HUR","TOT","PC_LF","M","2016-04",3.901041,
"MEX","HUR","TOT","PC_LF","M","2016-05",4.111253,
"MEX","HUR","TOT","PC_LF","M","2016-06",3.934451,
"MEX","HUR","TOT","PC_LF","M","2016-07",3.782505,
"MEX","HUR","TOT","PC_LF","M","2016-08",3.754423,
"MEX","HUR","TOT","PC_LF","M","2016-09",3.852417,
"MEX","HUR","TOT","PC_LF","M","2016-10",3.588631,
"MEX","HUR","TOT","PC_LF","M","2016-11",3.626395,
"MEX","HUR","TOT","PC_LF","M","2016-12",3.715732,
"MEX","HUR","TOT","PC_LF","M","2017-01",3.456892,
"MEX","HUR","TOT","PC_LF","M","2017-02",3.419615,
"MEX","HUR","TOT","PC_LF","M","2017-03",3.472473,
"MEX","HUR","TOT","PC_LF","M","2017-04",3.545723,
"MEX","HUR","TOT","PC_LF","M","2017-05",3.629642,
"MEX","HUR","TOT","PC_LF","M","2017-06",3.258697,
"MEX","HUR","TOT","PC_LF","M","2017-07",3.228109,
"MEX","HUR","TOT","PC_LF","M","2017-08",3.29917,
"MEX","HUR","TOT","PC_LF","M","2017-09",3.338204,
"MEX","HUR","TOT","PC_LF","M","2017-10",3.440817,
"MEX","HUR","TOT","PC_LF","M","2017-11",3.504705,
"MEX","HUR","TOT","PC_LF","M","2017-12",3.431148,
"MEX","HUR","TOT","PC_LF","M","2018-01",3.263582,
"MEX","HUR","TOT","PC_LF","M","2018-02",3.247571,
"MEX","HUR","TOT","PC_LF","M","2018-03",3.201597,
"MEX","HUR","TOT","PC_LF","M","2018-04",3.482972,
"MEX","HUR","TOT","PC_LF","M","2018-05",3.317672,
"MEX","HUR","TOT","PC_LF","M","2018-06",3.339081,
"MEX","HUR","TOT","PC_LF","M","2018-07",3.289461,
"MEX","HUR","TOT","PC_LF","M","2018-08",3.251861,
"MEX","HUR","TOT","PC_LF","M","2018-09",3.321767,
"MEX","HUR","TOT","PC_LF","M","2018-10",3.168568,
"MEX","HUR","TOT","PC_LF","M","2018-11",3.366765,
"MEX","HUR","TOT","PC_LF","M","2018-12",3.69421,
"MEX","HUR","TOT","PC_LF","M","2019-01",3.40706,
"MEX","HUR","TOT","PC_LF","M","2019-02",3.349084,
"MEX","HUR","TOT","PC_LF","M","2019-03",3.546764,
"MEX","HUR","TOT","PC_LF","M","2019-04",3.588642,
"MEX","HUR","TOT","PC_LF","M","2019-05",3.656126,
"MEX","HUR","TOT","PC_LF","M","2019-06",3.523032,
"MEX","HUR","TOT","PC_LF","M","2019-07",3.486323,
"MEX","HUR","TOT","PC_LF","M","2019-08",3.506932,
"MEX","HUR","TOT","PC_LF","M","2019-09",3.517548,
"MEX","HUR","TOT","PC_LF","M","2019-10",3.570129,
"MEX","HUR","TOT","PC_LF","M","2019-11",3.547489,
"MEX","HUR","TOT","PC_LF","M","2019-12",3.237422,
"MEX","HUR","TOT","PC_LF","M","2020-01",3.626749,
"MEX","HUR","TOT","PC_LF","M","2020-02",3.620629,
"MEX","HUR","TOT","PC_LF","M","2020-03",3.22879,"B"
"MEX","HUR","TOT","PC_LF","M","2020-04",4.830073,
"MEX","HUR","TOT","PC_LF","M","2020-05",4.364222,
"MEX","HUR","TOT","PC_LF","M","2020-06",5.459259,"B"
"MEX","HUR","TOT","PC_LF","M","2020-07",5.131389,
"MEX","HUR","TOT","PC_LF","M","2020-08",4.949006,
"MEX","HUR","TOT","PC_LF","M","2020-09",4.717269,
"MEX","HUR","TOT","PC_LF","M","2020-10",4.604788,
"MEX","HUR","TOT","PC_LF","M","2020-11",4.514459,
"MEX","HUR","TOT","PC_LF","M","2020-12",4.251371,
"MEX","HUR","TOT","PC_LF","M","2021-01",4.500439,
"MEX","HUR","TOT","PC_LF","M","2021-02",4.441397,
"MEX","HUR","TOT","PC_LF","M","2021-03",4.291797,
"MEX","HUR","TOT","PC_LF","M","2021-04",4.87855,
"MEX","HUR","TOT","PC_LF","M","2021-05",4.206078,
"NLD","HUR","TOT","PC_LF","M","2005-01",5.9,
"NLD","HUR","TOT","PC_LF","M","2005-02",6,
"NLD","HUR","TOT","PC_LF","M","2005-03",6,
"NLD","HUR","TOT","PC_LF","M","2005-04",6,
"NLD","HUR","TOT","PC_LF","M","2005-05",6,
"NLD","HUR","TOT","PC_LF","M","2005-06",5.9,
"NLD","HUR","TOT","PC_LF","M","2005-07",5.9,
"NLD","HUR","TOT","PC_LF","M","2005-08",5.8,
"NLD","HUR","TOT","PC_LF","M","2005-09",5.8,
"NLD","HUR","TOT","PC_LF","M","2005-10",5.8,
"NLD","HUR","TOT","PC_LF","M","2005-11",5.7,
"NLD","HUR","TOT","PC_LF","M","2005-12",5.7,
"NLD","HUR","TOT","PC_LF","M","2006-01",5.5,
"NLD","HUR","TOT","PC_LF","M","2006-02",5.5,
"NLD","HUR","TOT","PC_LF","M","2006-03",5.3,
"NLD","HUR","TOT","PC_LF","M","2006-04",5.2,
"NLD","HUR","TOT","PC_LF","M","2006-05",5.2,
"NLD","HUR","TOT","PC_LF","M","2006-06",5,
"NLD","HUR","TOT","PC_LF","M","2006-07",4.9,
"NLD","HUR","TOT","PC_LF","M","2006-08",4.8,
"NLD","HUR","TOT","PC_LF","M","2006-09",4.8,
"NLD","HUR","TOT","PC_LF","M","2006-10",4.7,
"NLD","HUR","TOT","PC_LF","M","2006-11",4.7,
"NLD","HUR","TOT","PC_LF","M","2006-12",4.6,
"NLD","HUR","TOT","PC_LF","M","2007-01",4.5,
"NLD","HUR","TOT","PC_LF","M","2007-02",4.5,
"NLD","HUR","TOT","PC_LF","M","2007-03",4.3,
"NLD","HUR","TOT","PC_LF","M","2007-04",4.2,
"NLD","HUR","TOT","PC_LF","M","2007-05",4.2,
"NLD","HUR","TOT","PC_LF","M","2007-06",4.1,
"NLD","HUR","TOT","PC_LF","M","2007-07",4.2,
"NLD","HUR","TOT","PC_LF","M","2007-08",4.1,
"NLD","HUR","TOT","PC_LF","M","2007-09",4,
"NLD","HUR","TOT","PC_LF","M","2007-10",4,
"NLD","HUR","TOT","PC_LF","M","2007-11",4,
"NLD","HUR","TOT","PC_LF","M","2007-12",3.9,
"NLD","HUR","TOT","PC_LF","M","2008-01",3.8,
"NLD","HUR","TOT","PC_LF","M","2008-02",3.6,
"NLD","HUR","TOT","PC_LF","M","2008-03",3.6,
"NLD","HUR","TOT","PC_LF","M","2008-04",3.7,
"NLD","HUR","TOT","PC_LF","M","2008-05",3.7,
"NLD","HUR","TOT","PC_LF","M","2008-06",3.7,
"NLD","HUR","TOT","PC_LF","M","2008-07",3.6,
"NLD","HUR","TOT","PC_LF","M","2008-08",3.6,
"NLD","HUR","TOT","PC_LF","M","2008-09",3.6,
"NLD","HUR","TOT","PC_LF","M","2008-10",3.6,
"NLD","HUR","TOT","PC_LF","M","2008-11",3.6,
"NLD","HUR","TOT","PC_LF","M","2008-12",3.7,
"NLD","HUR","TOT","PC_LF","M","2009-01",3.7,
"NLD","HUR","TOT","PC_LF","M","2009-02",3.8,
"NLD","HUR","TOT","PC_LF","M","2009-03",3.9,
"NLD","HUR","TOT","PC_LF","M","2009-04",4.1,
"NLD","HUR","TOT","PC_LF","M","2009-05",4.2,
"NLD","HUR","TOT","PC_LF","M","2009-06",4.3,
"NLD","HUR","TOT","PC_LF","M","2009-07",4.5,
"NLD","HUR","TOT","PC_LF","M","2009-08",4.6,
"NLD","HUR","TOT","PC_LF","M","2009-09",4.7,
"NLD","HUR","TOT","PC_LF","M","2009-10",4.7,
"NLD","HUR","TOT","PC_LF","M","2009-11",4.9,
"NLD","HUR","TOT","PC_LF","M","2009-12",5,
"NLD","HUR","TOT","PC_LF","M","2010-01",5.1,
"NLD","HUR","TOT","PC_LF","M","2010-02",5.1,
"NLD","HUR","TOT","PC_LF","M","2010-03",5.1,
"NLD","HUR","TOT","PC_LF","M","2010-04",5,
"NLD","HUR","TOT","PC_LF","M","2010-05",5,
"NLD","HUR","TOT","PC_LF","M","2010-06",5,
"NLD","HUR","TOT","PC_LF","M","2010-07",5,
"NLD","HUR","TOT","PC_LF","M","2010-08",5,
"NLD","HUR","TOT","PC_LF","M","2010-09",5,
"NLD","HUR","TOT","PC_LF","M","2010-10",4.9,
"NLD","HUR","TOT","PC_LF","M","2010-11",4.9,
"NLD","HUR","TOT","PC_LF","M","2010-12",5,
"NLD","HUR","TOT","PC_LF","M","2011-01",4.9,
"NLD","HUR","TOT","PC_LF","M","2011-02",4.9,
"NLD","HUR","TOT","PC_LF","M","2011-03",4.8,
"NLD","HUR","TOT","PC_LF","M","2011-04",4.7,
"NLD","HUR","TOT","PC_LF","M","2011-05",4.8,
"NLD","HUR","TOT","PC_LF","M","2011-06",4.7,
"NLD","HUR","TOT","PC_LF","M","2011-07",4.9,
"NLD","HUR","TOT","PC_LF","M","2011-08",4.9,
"NLD","HUR","TOT","PC_LF","M","2011-09",5.1,
"NLD","HUR","TOT","PC_LF","M","2011-10",5.2,
"NLD","HUR","TOT","PC_LF","M","2011-11",5.4,
"NLD","HUR","TOT","PC_LF","M","2011-12",5.4,
"NLD","HUR","TOT","PC_LF","M","2012-01",5.5,
"NLD","HUR","TOT","PC_LF","M","2012-02",5.5,
"NLD","HUR","TOT","PC_LF","M","2012-03",5.5,
"NLD","HUR","TOT","PC_LF","M","2012-04",5.7,
"NLD","HUR","TOT","PC_LF","M","2012-05",5.7,
"NLD","HUR","TOT","PC_LF","M","2012-06",5.7,
"NLD","HUR","TOT","PC_LF","M","2012-07",5.9,
"NLD","HUR","TOT","PC_LF","M","2012-08",5.8,
"NLD","HUR","TOT","PC_LF","M","2012-09",6,
"NLD","HUR","TOT","PC_LF","M","2012-10",6.1,
"NLD","HUR","TOT","PC_LF","M","2012-11",6.2,
"NLD","HUR","TOT","PC_LF","M","2012-12",6.4,
"NLD","HUR","TOT","PC_LF","M","2013-01",6.6,
"NLD","HUR","TOT","PC_LF","M","2013-02",6.8,
"NLD","HUR","TOT","PC_LF","M","2013-03",6.9,
"NLD","HUR","TOT","PC_LF","M","2013-04",7,
"NLD","HUR","TOT","PC_LF","M","2013-05",7.1,
"NLD","HUR","TOT","PC_LF","M","2013-06",7.3,
"NLD","HUR","TOT","PC_LF","M","2013-07",7.5,
"NLD","HUR","TOT","PC_LF","M","2013-08",7.5,
"NLD","HUR","TOT","PC_LF","M","2013-09",7.6,
"NLD","HUR","TOT","PC_LF","M","2013-10",7.6,
"NLD","HUR","TOT","PC_LF","M","2013-11",7.6,
"NLD","HUR","TOT","PC_LF","M","2013-12",7.7,
"NLD","HUR","TOT","PC_LF","M","2014-01",7.8,
"NLD","HUR","TOT","PC_LF","M","2014-02",7.9,
"NLD","HUR","TOT","PC_LF","M","2014-03",7.8,
"NLD","HUR","TOT","PC_LF","M","2014-04",7.7,
"NLD","HUR","TOT","PC_LF","M","2014-05",7.6,
"NLD","HUR","TOT","PC_LF","M","2014-06",7.4,
"NLD","HUR","TOT","PC_LF","M","2014-07",7.3,
"NLD","HUR","TOT","PC_LF","M","2014-08",7.2,
"NLD","HUR","TOT","PC_LF","M","2014-09",7.1,
"NLD","HUR","TOT","PC_LF","M","2014-10",7.1,
"NLD","HUR","TOT","PC_LF","M","2014-11",7.1,
"NLD","HUR","TOT","PC_LF","M","2014-12",7.2,
"NLD","HUR","TOT","PC_LF","M","2015-01",7.2,
"NLD","HUR","TOT","PC_LF","M","2015-02",7.1,
"NLD","HUR","TOT","PC_LF","M","2015-03",7,
"NLD","HUR","TOT","PC_LF","M","2015-04",7,
"NLD","HUR","TOT","PC_LF","M","2015-05",6.9,
"NLD","HUR","TOT","PC_LF","M","2015-06",6.9,
"NLD","HUR","TOT","PC_LF","M","2015-07",6.8,
"NLD","HUR","TOT","PC_LF","M","2015-08",6.8,
"NLD","HUR","TOT","PC_LF","M","2015-09",6.8,
"NLD","HUR","TOT","PC_LF","M","2015-10",6.9,
"NLD","HUR","TOT","PC_LF","M","2015-11",6.7,
"NLD","HUR","TOT","PC_LF","M","2015-12",6.6,
"NLD","HUR","TOT","PC_LF","M","2016-01",6.5,
"NLD","HUR","TOT","PC_LF","M","2016-02",6.5,
"NLD","HUR","TOT","PC_LF","M","2016-03",6.4,
"NLD","HUR","TOT","PC_LF","M","2016-04",6.4,
"NLD","HUR","TOT","PC_LF","M","2016-05",6.3,
"NLD","HUR","TOT","PC_LF","M","2016-06",6.1,
"NLD","HUR","TOT","PC_LF","M","2016-07",6,
"NLD","HUR","TOT","PC_LF","M","2016-08",5.8,
"NLD","HUR","TOT","PC_LF","M","2016-09",5.7,
"NLD","HUR","TOT","PC_LF","M","2016-10",5.6,
"NLD","HUR","TOT","PC_LF","M","2016-11",5.6,
"NLD","HUR","TOT","PC_LF","M","2016-12",5.4,
"NLD","HUR","TOT","PC_LF","M","2017-01",5.3,
"NLD","HUR","TOT","PC_LF","M","2017-02",5.3,
"NLD","HUR","TOT","PC_LF","M","2017-03",5.1,
"NLD","HUR","TOT","PC_LF","M","2017-04",5.1,
"NLD","HUR","TOT","PC_LF","M","2017-05",5.1,
"NLD","HUR","TOT","PC_LF","M","2017-06",4.9,
"NLD","HUR","TOT","PC_LF","M","2017-07",4.8,
"NLD","HUR","TOT","PC_LF","M","2017-08",4.7,
"NLD","HUR","TOT","PC_LF","M","2017-09",4.7,
"NLD","HUR","TOT","PC_LF","M","2017-10",4.5,
"NLD","HUR","TOT","PC_LF","M","2017-11",4.4,
"NLD","HUR","TOT","PC_LF","M","2017-12",4.4,
"NLD","HUR","TOT","PC_LF","M","2018-01",4.2,
"NLD","HUR","TOT","PC_LF","M","2018-02",4.1,
"NLD","HUR","TOT","PC_LF","M","2018-03",3.9,
"NLD","HUR","TOT","PC_LF","M","2018-04",3.9,
"NLD","HUR","TOT","PC_LF","M","2018-05",3.9,
"NLD","HUR","TOT","PC_LF","M","2018-06",3.9,
"NLD","HUR","TOT","PC_LF","M","2018-07",3.8,
"NLD","HUR","TOT","PC_LF","M","2018-08",3.9,
"NLD","HUR","TOT","PC_LF","M","2018-09",3.7,
"NLD","HUR","TOT","PC_LF","M","2018-10",3.7,
"NLD","HUR","TOT","PC_LF","M","2018-11",3.5,
"NLD","HUR","TOT","PC_LF","M","2018-12",3.6,
"NLD","HUR","TOT","PC_LF","M","2019-01",3.6,
"NLD","HUR","TOT","PC_LF","M","2019-02",3.4,
"NLD","HUR","TOT","PC_LF","M","2019-03",3.3,
"NLD","HUR","TOT","PC_LF","M","2019-04",3.3,
"NLD","HUR","TOT","PC_LF","M","2019-05",3.3,
"NLD","HUR","TOT","PC_LF","M","2019-06",3.4,
"NLD","HUR","TOT","PC_LF","M","2019-07",3.4,
"NLD","HUR","TOT","PC_LF","M","2019-08",3.5,
"NLD","HUR","TOT","PC_LF","M","2019-09",3.5,
"NLD","HUR","TOT","PC_LF","M","2019-10",3.5,
"NLD","HUR","TOT","PC_LF","M","2019-11",3.5,
"NLD","HUR","TOT","PC_LF","M","2019-12",3.2,
"NLD","HUR","TOT","PC_LF","M","2020-01",3,
"NLD","HUR","TOT","PC_LF","M","2020-02",2.9,
"NLD","HUR","TOT","PC_LF","M","2020-03",2.9,
"NLD","HUR","TOT","PC_LF","M","2020-04",3.4,
"NLD","HUR","TOT","PC_LF","M","2020-05",3.6,
"NLD","HUR","TOT","PC_LF","M","2020-06",4.3,
"NLD","HUR","TOT","PC_LF","M","2020-07",4.5,
"NLD","HUR","TOT","PC_LF","M","2020-08",4.6,
"NLD","HUR","TOT","PC_LF","M","2020-09",4.4,
"NLD","HUR","TOT","PC_LF","M","2020-10",4.3,
"NLD","HUR","TOT","PC_LF","M","2020-11",4,
"NLD","HUR","TOT","PC_LF","M","2020-12",3.9,
"NLD","HUR","TOT","PC_LF","M","2021-01",3.6,
"NLD","HUR","TOT","PC_LF","M","2021-02",3.6,
"NLD","HUR","TOT","PC_LF","M","2021-03",3.5,
"NLD","HUR","TOT","PC_LF","M","2021-04",3.4,
"NOR","HUR","TOT","PC_LF","M","2005-01",4.5,
"NOR","HUR","TOT","PC_LF","M","2005-02",4.4,
"NOR","HUR","TOT","PC_LF","M","2005-03",4.6,
"NOR","HUR","TOT","PC_LF","M","2005-04",4.6,
"NOR","HUR","TOT","PC_LF","M","2005-05",4.6,
"NOR","HUR","TOT","PC_LF","M","2005-06",4.6,
"NOR","HUR","TOT","PC_LF","M","2005-07",4.7,
"NOR","HUR","TOT","PC_LF","M","2005-08",4.6,
"NOR","HUR","TOT","PC_LF","M","2005-09",4.5,
"NOR","HUR","TOT","PC_LF","M","2005-10",4.5,
"NOR","HUR","TOT","PC_LF","M","2005-11",4.4,
"NOR","HUR","TOT","PC_LF","M","2005-12",4.3,
"NOR","HUR","TOT","PC_LF","M","2006-01",4,
"NOR","HUR","TOT","PC_LF","M","2006-02",3.9,
"NOR","HUR","TOT","PC_LF","M","2006-03",3.8,
"NOR","HUR","TOT","PC_LF","M","2006-04",3.7,
"NOR","HUR","TOT","PC_LF","M","2006-05",3.7,
"NOR","HUR","TOT","PC_LF","M","2006-06",3.5,
"NOR","HUR","TOT","PC_LF","M","2006-07",3.5,
"NOR","HUR","TOT","PC_LF","M","2006-08",3.3,
"NOR","HUR","TOT","PC_LF","M","2006-09",3.1,
"NOR","HUR","TOT","PC_LF","M","2006-10",2.9,
"NOR","HUR","TOT","PC_LF","M","2006-11",2.8,
"NOR","HUR","TOT","PC_LF","M","2006-12",2.9,
"NOR","HUR","TOT","PC_LF","M","2007-01",2.8,
"NOR","HUR","TOT","PC_LF","M","2007-02",2.7,
"NOR","HUR","TOT","PC_LF","M","2007-03",2.6,
"NOR","HUR","TOT","PC_LF","M","2007-04",2.5,
"NOR","HUR","TOT","PC_LF","M","2007-05",2.5,
"NOR","HUR","TOT","PC_LF","M","2007-06",2.5,
"NOR","HUR","TOT","PC_LF","M","2007-07",2.6,
"NOR","HUR","TOT","PC_LF","M","2007-08",2.5,
"NOR","HUR","TOT","PC_LF","M","2007-09",2.4,
"NOR","HUR","TOT","PC_LF","M","2007-10",2.4,
"NOR","HUR","TOT","PC_LF","M","2007-11",2.5,
"NOR","HUR","TOT","PC_LF","M","2007-12",2.5,
"NOR","HUR","TOT","PC_LF","M","2008-01",2.5,
"NOR","HUR","TOT","PC_LF","M","2008-02",2.5,
"NOR","HUR","TOT","PC_LF","M","2008-03",2.4,
"NOR","HUR","TOT","PC_LF","M","2008-04",2.4,
"NOR","HUR","TOT","PC_LF","M","2008-05",2.6,
"NOR","HUR","TOT","PC_LF","M","2008-06",2.7,
"NOR","HUR","TOT","PC_LF","M","2008-07",2.8,
"NOR","HUR","TOT","PC_LF","M","2008-08",2.8,
"NOR","HUR","TOT","PC_LF","M","2008-09",2.9,
"NOR","HUR","TOT","PC_LF","M","2008-10",3,
"NOR","HUR","TOT","PC_LF","M","2008-11",3.1,
"NOR","HUR","TOT","PC_LF","M","2008-12",3.1,
"NOR","HUR","TOT","PC_LF","M","2009-01",3.1,
"NOR","HUR","TOT","PC_LF","M","2009-02",3,
"NOR","HUR","TOT","PC_LF","M","2009-03",3.1,
"NOR","HUR","TOT","PC_LF","M","2009-04",3.2,
"NOR","HUR","TOT","PC_LF","M","2009-05",3.3,
"NOR","HUR","TOT","PC_LF","M","2009-06",3.3,
"NOR","HUR","TOT","PC_LF","M","2009-07",3.3,
"NOR","HUR","TOT","PC_LF","M","2009-08",3.3,
"NOR","HUR","TOT","PC_LF","M","2009-09",3.3,
"NOR","HUR","TOT","PC_LF","M","2009-10",3.4,
"NOR","HUR","TOT","PC_LF","M","2009-11",3.5,
"NOR","HUR","TOT","PC_LF","M","2009-12",3.6,
"NOR","HUR","TOT","PC_LF","M","2010-01",3.6,
"NOR","HUR","TOT","PC_LF","M","2010-02",3.9,
"NOR","HUR","TOT","PC_LF","M","2010-03",3.8,
"NOR","HUR","TOT","PC_LF","M","2010-04",3.9,
"NOR","HUR","TOT","PC_LF","M","2010-05",3.9,
"NOR","HUR","TOT","PC_LF","M","2010-06",3.8,
"NOR","HUR","TOT","PC_LF","M","2010-07",3.8,
"NOR","HUR","TOT","PC_LF","M","2010-08",3.6,
"NOR","HUR","TOT","PC_LF","M","2010-09",3.7,
"NOR","HUR","TOT","PC_LF","M","2010-10",3.6,
"NOR","HUR","TOT","PC_LF","M","2010-11",3.7,
"NOR","HUR","TOT","PC_LF","M","2010-12",3.5,
"NOR","HUR","TOT","PC_LF","M","2011-01",3.4,
"NOR","HUR","TOT","PC_LF","M","2011-02",3.2,
"NOR","HUR","TOT","PC_LF","M","2011-03",3.3,
"NOR","HUR","TOT","PC_LF","M","2011-04",3.4,
"NOR","HUR","TOT","PC_LF","M","2011-05",3.4,
"NOR","HUR","TOT","PC_LF","M","2011-06",3.4,
"NOR","HUR","TOT","PC_LF","M","2011-07",3.4,
"NOR","HUR","TOT","PC_LF","M","2011-08",3.4,
"NOR","HUR","TOT","PC_LF","M","2011-09",3.5,
"NOR","HUR","TOT","PC_LF","M","2011-10",3.5,
"NOR","HUR","TOT","PC_LF","M","2011-11",3.5,
"NOR","HUR","TOT","PC_LF","M","2011-12",3.5,
"NOR","HUR","TOT","PC_LF","M","2012-01",3.5,
"NOR","HUR","TOT","PC_LF","M","2012-02",3.2,
"NOR","HUR","TOT","PC_LF","M","2012-03",3.1,
"NOR","HUR","TOT","PC_LF","M","2012-04",3.1,
"NOR","HUR","TOT","PC_LF","M","2012-05",3.2,
"NOR","HUR","TOT","PC_LF","M","2012-06",3.2,
"NOR","HUR","TOT","PC_LF","M","2012-07",3.2,
"NOR","HUR","TOT","PC_LF","M","2012-08",3.2,
"NOR","HUR","TOT","PC_LF","M","2012-09",3.3,
"NOR","HUR","TOT","PC_LF","M","2012-10",3.4,
"NOR","HUR","TOT","PC_LF","M","2012-11",3.6,
"NOR","HUR","TOT","PC_LF","M","2012-12",3.5,
"NOR","HUR","TOT","PC_LF","M","2013-01",3.7,
"NOR","HUR","TOT","PC_LF","M","2013-02",3.7,
"NOR","HUR","TOT","PC_LF","M","2013-03",3.8,
"NOR","HUR","TOT","PC_LF","M","2013-04",3.8,
"NOR","HUR","TOT","PC_LF","M","2013-05",3.7,
"NOR","HUR","TOT","PC_LF","M","2013-06",3.6,
"NOR","HUR","TOT","PC_LF","M","2013-07",3.7,
"NOR","HUR","TOT","PC_LF","M","2013-08",3.8,
"NOR","HUR","TOT","PC_LF","M","2013-09",3.8,
"NOR","HUR","TOT","PC_LF","M","2013-10",3.7,
"NOR","HUR","TOT","PC_LF","M","2013-11",3.8,
"NOR","HUR","TOT","PC_LF","M","2013-12",4,
"NOR","HUR","TOT","PC_LF","M","2014-01",3.7,
"NOR","HUR","TOT","PC_LF","M","2014-02",3.5,
"NOR","HUR","TOT","PC_LF","M","2014-03",3.4,
"NOR","HUR","TOT","PC_LF","M","2014-04",3.4,
"NOR","HUR","TOT","PC_LF","M","2014-05",3.3,
"NOR","HUR","TOT","PC_LF","M","2014-06",3.5,
"NOR","HUR","TOT","PC_LF","M","2014-07",3.6,
"NOR","HUR","TOT","PC_LF","M","2014-08",3.8,
